Ekonomiskt bistånd, Utbetalt ekonomiskt bistånd inklusive introduktionsersättning, tusental kronor
Region;Inrikes­ eller utrikesfödda hushåll;Hushållstyp;2021;2022;2023;2024
Salem;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;1630;­­;967;819
Salem;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Salem;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Salem;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Salem;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Salem;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Salem;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Salem;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Haninge;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Haninge;Inrikes födda;Ensamstående man utan barn;28286;24419;24602;28399
Haninge;Inrikes födda;Ensamstående man med barn;1483;1348;1389;1154
Haninge;Inrikes födda;Ensamstående kvinna utan barn;15004;14187;13297;16667
Haninge;Inrikes födda;Ensamstående kvinna med barn;5420;4606;3771;3547
Haninge;Inrikes födda;Sammanboende par utan barn;1448;1269;873;873
Haninge;Inrikes födda;Sammanboende par med barn;1005;777;358;595
Haninge;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Haninge;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;16907;14704;12617;17099
Haninge;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;1684;817;683;845
Haninge;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;12434;12416;11667;13895
Haninge;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;11269;10735;11884;12703
Haninge;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;1317;769;238;350
Haninge;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;715;330;473;701
Haninge;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Haninge;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Haninge;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Haninge;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Haninge;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Haninge;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;3434;3022;2766;3279
Haninge;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;13041;10340;9646;9055
Haninge;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;4;­­
Haninge;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Haninge;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Haninge;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Haninge;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Haninge;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Haninge;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Tyresö;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Tyresö;Inrikes födda;Ensamstående man utan barn;7557;7793;7553;7296
Tyresö;Inrikes födda;Ensamstående man med barn;750;519;445;256
Tyresö;Inrikes födda;Ensamstående kvinna utan barn;4728;4234;3492;3310
Tyresö;Inrikes födda;Ensamstående kvinna med barn;2009;1839;1119;1222
Tyresö;Inrikes födda;Sammanboende par utan barn;­­;16;30;43
Tyresö;Inrikes födda;Sammanboende par med barn;187;56;32;­­
Tyresö;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Tyresö;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;3346;2578;2748;3726
Tyresö;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;232;60;60;109
Tyresö;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;3728;3894;3853;4481
Tyresö;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;1917;2682;1822;3171
Tyresö;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;­­
Tyresö;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;­­;­­;­­;­­
Tyresö;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Tyresö;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Tyresö;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Tyresö;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Tyresö;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Tyresö;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;522;447;384;1282
Tyresö;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;2553;3806;4034;5134
Tyresö;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Tyresö;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Tyresö;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Tyresö;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Tyresö;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Tyresö;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Tyresö;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Upplands­Bro;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Upplands­Bro;Inrikes födda;Ensamstående man utan barn;5365;4513;4630;5839
Upplands­Bro;Inrikes födda;Ensamstående man med barn;182;78;­­;­­
Upplands­Bro;Inrikes födda;Ensamstående kvinna utan barn;4216;3632;4046;4525
Upplands­Bro;Inrikes födda;Ensamstående kvinna med barn;1965;1610;1403;1570
Upplands­Bro;Inrikes födda;Sammanboende par utan barn;120;143;153;163
Upplands­Bro;Inrikes födda;Sammanboende par med barn;64;­­;­­;­­
Upplands­Bro;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Upplands­Bro;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;4275;4087;3789;4646
Upplands­Bro;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;750;827;484;204
Upplands­Bro;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;5661;5070;5082;4597
Upplands­Bro;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;4561;4365;3383;3232
Upplands­Bro;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;26;­­;­­;­­
Upplands­Bro;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;117;205;153;121
Upplands­Bro;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Upplands­Bro;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Upplands­Bro;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Upplands­Bro;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Upplands­Bro;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Upplands­Bro;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;1296;1529;1155;1410
Upplands­Bro;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;4234;4279;3831;4170
Upplands­Bro;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Upplands­Bro;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Upplands­Bro;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Upplands­Bro;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Upplands­Bro;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Upplands­Bro;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Upplands­Bro;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Nykvarn;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Nykvarn;Inrikes födda;Ensamstående man utan barn;1776;1644;1579;2470
Nykvarn;Inrikes födda;Ensamstående man med barn;31;38;80;36
Nykvarn;Inrikes födda;Ensamstående kvinna utan barn;1862;2100;2026;2814
Nykvarn;Inrikes födda;Ensamstående kvinna med barn;360;441;812;889
Nykvarn;Inrikes födda;Sammanboende par utan barn;­­;­­;­­;146
Nykvarn;Inrikes födda;Sammanboende par med barn;­­;­­;­­;46
Nykvarn;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Nykvarn;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;885;1080;1142;2054
Nykvarn;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;95;8;56;43
Nykvarn;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;281;617;926;1346
Nykvarn;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;1348;1513;883;1264
Nykvarn;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;­­
Nykvarn;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;106;28;106;79
Nykvarn;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Nykvarn;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Nykvarn;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Nykvarn;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Nykvarn;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Nykvarn;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;276;302;178;44
Nykvarn;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;928;771;1326;1170
Nykvarn;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;21;22;32;17
Nykvarn;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Nykvarn;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Nykvarn;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Nykvarn;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Nykvarn;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Nykvarn;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Täby;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Täby;Inrikes födda;Ensamstående man utan barn;7044;6385;5875;5673
Täby;Inrikes födda;Ensamstående man med barn;135;106;123;141
Täby;Inrikes födda;Ensamstående kvinna utan barn;1663;1919;1972;1753
Täby;Inrikes födda;Ensamstående kvinna med barn;325;282;210;280
Täby;Inrikes födda;Sammanboende par utan barn;48;33;18;102
Täby;Inrikes födda;Sammanboende par med barn;162;­­;18;16
Täby;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Täby;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;7386;5840;3445;3073
Täby;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;544;1034;557;135
Täby;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;5301;4577;3559;3342
Täby;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;3926;2927;2481;1188
Täby;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;82;29;­­;17
Täby;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;286;66;127;9
Täby;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Täby;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Täby;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Täby;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Täby;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Täby;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;1347;1451;1290;987
Täby;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;2362;2658;2780;1893
Täby;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Täby;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Täby;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Täby;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Täby;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Täby;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Täby;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Danderyd;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Danderyd;Inrikes födda;Ensamstående man utan barn;1313;1712;1661;1996
Danderyd;Inrikes födda;Ensamstående man med barn;­­;6;145;94
Danderyd;Inrikes födda;Ensamstående kvinna utan barn;242;184;228;502
Danderyd;Inrikes födda;Ensamstående kvinna med barn;76;19;20;­­
Danderyd;Inrikes födda;Sammanboende par utan barn;0;2;­­;­­
Danderyd;Inrikes födda;Sammanboende par med barn;­­;97;15;­­
Danderyd;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Danderyd;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;2602;2427;2182;2688
Danderyd;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;89;280;367;180
Danderyd;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;2646;2298;2261;1988
Danderyd;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;169;678;623;909
Danderyd;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;13
Danderyd;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;18;­­;­­;7
Danderyd;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Danderyd;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Danderyd;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Danderyd;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Danderyd;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Danderyd;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;491;757;464;343
Danderyd;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;2295;2521;2284;1429
Danderyd;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Danderyd;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Danderyd;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Danderyd;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Danderyd;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Danderyd;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Danderyd;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Sollentuna;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Sollentuna;Inrikes födda;Ensamstående man utan barn;7115;6719;6227;7658
Sollentuna;Inrikes födda;Ensamstående man med barn;260;257;150;162
Sollentuna;Inrikes födda;Ensamstående kvinna utan barn;3738;3591;3882;4509
Sollentuna;Inrikes födda;Ensamstående kvinna med barn;1281;1515;1094;795
Sollentuna;Inrikes födda;Sammanboende par utan barn;768;859;393;107
Sollentuna;Inrikes födda;Sammanboende par med barn;­­;­­;13;195
Sollentuna;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Sollentuna;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;11731;8805;8304;10454
Sollentuna;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;112;47;440;318
Sollentuna;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;10842;9169;7956;9801
Sollentuna;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;7959;5817;4889;5062
Sollentuna;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;248;301;307;318
Sollentuna;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;30;46;­­;­­
Sollentuna;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Sollentuna;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Sollentuna;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Sollentuna;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Sollentuna;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Sollentuna;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;1986;1814;830;897
Sollentuna;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;5179;5105;4266;5105
Sollentuna;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;13;­­;­­
Sollentuna;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Sollentuna;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Sollentuna;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Sollentuna;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Sollentuna;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Sollentuna;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Stockholm;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Stockholm;Inrikes födda;Ensamstående man utan barn;201311;193168;202565;220883
Stockholm;Inrikes födda;Ensamstående man med barn;13630;11581;11220;12529
Stockholm;Inrikes födda;Ensamstående kvinna utan barn;116644;113528;116627;129492
Stockholm;Inrikes födda;Ensamstående kvinna med barn;32763;32252;32685;39958
Stockholm;Inrikes födda;Sammanboende par utan barn;2904;3304;3174;3394
Stockholm;Inrikes födda;Sammanboende par med barn;2352;2559;2383;2450
Stockholm;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Stockholm;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;207049;179668;177502;188638
